time[h],VCD,Glc,Gln,Amm,Lac,product
0.0,0.29915346679426136,49.65952306980619,3.7184370801563267,0.1,0.1,0.0
2.1818181818181817,0.3273277354140823,49.42229321276561,3.6266343391589744,0.179042223007156,0.3955794766255805,0.4032574717725619
4.363636363636363,0.357286879422424,49.16715754493518,3.533941521821252,0.2580294336028463,0.713419726151741,0.8604695192860494
6.545454545454545,0.3890524814588186,48.893518312020326,3.440317682099294,0.3369814572207299,1.0542198992868521,1.3768269361616159
8.727272727272727,0.4226356834682206,48.60086788239661,3.34573897786113,0.41591147943163986,1.4185400810212336,1.9577434559981794
10.90909090909091,0.4580364030689458,48.28880155014402,3.2502007178346073,0.4948257013977618,1.8067803416085235,2.6088494901689376
13.09090909090909,0.4952433335526708,47.95701753504706,3.1537173616073906,0.5737233398726325,2.2191807365656766,3.335992127821363
15.272727272727273,0.5342339438844337,47.60531698259463,3.0563225196269626,0.6525966272011421,2.6558213066729692,4.145235135877216
17.454545454545453,0.5749749162293877,47.23361530924694,2.9580703357987166,0.7314313401221069,3.1166014791353978,5.042788116246584
19.636363636363637,0.6174222392659108,46.8419771425597,2.8590401945602264,0.8102074989147412,3.6011790356386726,6.034858605270357
21.81818181818182,0.6615205879578007,46.430612643655955,2.7593366448294105,0.8888990125446797,4.108975849430607,7.127722825975222
24.0,0.6930601690658591,51.87887272913686,3.9187776206999496,0.9481251179766624,4.546376755735085,8.161095197563847
26.18181818181818,0.7400310010846388,51.43218652184079,3.7978259459335146,1.0462970876097137,5.095521731913853,9.44304954393439
28.363636363636367,0.7882593828672324,50.967476856054525,3.6769484519960174,1.1438900098574676,5.6647971838912135,10.847505936916964
30.545454545454547,0.8376354003566638,50.48561732201111,3.5563450099568192,1.2408562972098274,6.252598374326637,12.380353072165677
32.727272727272734,0.888043629895061,49.987635255205056,3.4362393936336955,1.3371468408322285,6.857059449650034,14.047207731104404
34.90909090909091,0.9393682782582184,49.474664224629194,3.316869029822428,1.4327155216355654,7.47612834494875,15.85327227641816
37.09090909090909,0.9914931826555985,48.947944032774636,3.1984849982968004,1.5275192102761967,8.107566783967592,17.803334652053174
39.27272727272727,1.04430181073033,48.408820715630824,3.0813520318086023,1.6215177671559395,8.748950279108794,19.90176838321679
41.45454545454545,1.097677260559209,47.85874654268551,2.9657485160876247,1.7146740424220732,9.397668131432049,22.152532576377563
43.63636363636364,1.1515022606526983,47.29928001692473,2.851966489841664,1.8069538759673383,10.050923430654494,24.559171919265207
45.81818181818182,1.205659317661979,46.73208407250694,2.7403112930851807,1.8983262037949036,10.705736038125814,27.124813480956714
48.0,1.2348378129529451,52.034633521719435,3.891329389943385,1.948993422180279,11.131927396164668,29.254960867092354
50.18181818181818,1.2896623496642674,51.44864204126587,3.7616444145747074,2.0584252603675797,11.801228926169676,32.084062342269
52.36363636363636,1.3442940447778478,50.85896143235677,3.6350646936879163,2.16645684841078,12.46547757403924,35.085238796334664
54.54545454545455,1.3986283255874117,50.26730703507144,3.5118651935215044,2.2730816937649134,13.121664217053244,38.25931177348853
56.727272727272734,1.4525695010745012,49.67536884794307,3.3923094117922785,2.378302319489437,13.766817695124713,41.606550816492614
58.90909090909091,1.5060298102719287,49.08473756072307,3.276636480604163,2.4821283966476546,14.398150142896894,45.12681638066844
61.09090909090909,1.5589294222378676,48.49690455272729,3.165061166158683,2.5845767442607843,15.013056993018482,48.81955983713189
63.272727272727266,1.6111964360558495,47.91326189283603,3.0577738687549743,2.6856713293079504,15.609116976143595,52.68382347279306
65.45454545454547,1.6627668808347678,47.335102339494036,2.954940622789771,2.785443266726192,16.1840921209318,56.718240490356465
67.63636363636364,1.7135847157088728,46.7636193407105,2.8567030967574194,2.883930819410454,16.735927754048085,60.92103500832073
69.81818181818181,1.7636018298377776,46.19990703405904,2.7631785932498656,2.9811793982135946,17.262752500162883,65.29002206097894
72.0,1.7765217578943726,51.53100538303881,3.933833981311865,3.0156951281519926,17.40769675944359,68.42628573461324
74.18181818181819,1.8258237475032917,50.95243348589005,3.8213197637478435,3.130704694078857,17.95004724680912,73.02839045422073
76.36363636363637,1.8739175058021742,50.3838354430993,3.7140411332410896,3.24405273916691,18.464525874953466,77.79982929992345
78.54545454545455,1.9207769613173833,49.82592041229403,3.6120172217337543,3.3558012203327716,18.950049156230737,82.73676107343049
80.72727272727273,1.9663818118031335,49.27927739408198,3.5152454067470167,3.466013077758849,19.405754983587673,87.83523184588407
82.9090909090909,2.01071646373076,48.74435910903003,3.423696105755441,3.574752977052807,19.831040382557784,93.09118204011781
85.0909090909091,2.0537700319443335,48.22148198128331,3.3373127711186825,3.6820873103201306,20.225561547106714,98.50044641368633
87.27272727272728,2.095536339660658,47.71082613856523,3.2560118900814903,3.788084196164119,20.58923383963222,104.05875405886496
89.45454545454547,2.1360139184692715,47.21243541217743,3.1796829847737054,3.89281347968589,20.922231790964183,109.76172840265
91.63636363636364,2.1752060083324474,46.72621733699982,3.108188612210263,3.9963467324843744,21.2249891003646,115.60488720675848
93.81818181818181,2.213120557585193,46.25194315149056,3.041364364291188,4.0987572526563225,21.498198635527586,121.58364256762843
96.0,2.2047730590373384,51.672482394122426,4.232316769298693,4.116114920253297,21.3078889309282,125.13953209930202
98.18181818181819,2.2416642918804075,51.16456136954266,4.140786431362245,4.236501306987798,21.642392652119252,131.2551949772443
100.36363636363636,2.2769299401931256,50.67034626667183,4.0544447147256095,4.355255279533047,21.94546736768649,137.50606641475505
102.54545454545453,2.310594864494576,50.18947362300712,3.9730884910796838,4.4724572978470105,22.218105225121406,143.88631302858315
104.72727272727272,2.342680878799811,49.72161520953972,3.8965336935411092,4.588175454612136,22.461228578840185,150.39046088803053
106.90909090909092,2.3732116377358308,49.26638292796501,3.8245864890430377,4.702476878080919,22.67587151066536,157.01307428708193
109.0909090909091,2.402212663921781,48.823328237532024,3.757043111923789,4.815427793015292,22.863180925268207,163.7487540230858
111.27272727272728,2.429711347968956,48.391942155043445,3.6936898639268465,4.92709352068663,23.024416550168738,170.59213739675465
113.45454545454547,2.4557369484807934,47.971655254855605,3.6343031142008635,5.037538478875741,23.160950935735695,177.53789821216455
115.63636363636364,2.480320592052878,47.5618376688785,3.5786492992996592,5.146826181872877,23.274269455186563,184.58074677675538
117.81818181818181,2.503495273272941,47.16179908657579,3.526484923182221,5.255019240477723,23.365970304587552,191.7154299013309
